osm_id,name,latitude,longitude,locality,lga_name,abs_lga_code,vicmap_lga_code,regional_group,area_type,category,subcategory,display_name,osm_tag_type,osm_tag_value,addr_housenumber,addr_street,osm_addr_suburb,addr_postcode,operator,brand,phone,website,opening_hours,wheelchair
w1253515459,,-37.1488164,142.565622,HALLS GAP,NORTHERN GRAMPIANS,25810,357,Wimmera Southern Mallee,rural_council,recreation,playground,Playground,leisure,playground,,,,,,,,,,
w478832516,,-37.1401622,142.5182088,HALLS GAP,NORTHERN GRAMPIANS,25810,357,Wimmera Southern Mallee,rural_council,recreation,playground,Playground,leisure,playground,,,,,,,,,,
a1351152096,Halls Gap Swimming Pool,-37.1396338,142.5181446,HALLS GAP,NORTHERN GRAMPIANS,25810,357,Wimmera Southern Mallee,rural_council,recreation,sports_centre,Sports Centre,leisure,sports_centre,10,School Road,Halls Gap,3381,,,+61 3 5356 4313,https://hallsgapcommunity.org.au/directory/halls-gap-swimming-pool/,,
w675576048,Halls Gap Swimming Pool,-37.1395922,142.5181475,HALLS GAP,NORTHERN GRAMPIANS,25810,357,Wimmera Southern Mallee,rural_council,recreation,sports_centre,Sports Centre,leisure,sports_centre,10,School Road,Halls Gap,3381,,,+61 3 5356 4313,https://hallsgapcommunity.org.au/directory/halls-gap-swimming-pool/,,
a640960112,Grampians Camping and Convenience Store,-37.1402633,142.519458,HALLS GAP,NORTHERN GRAMPIANS,25810,357,Wimmera Southern Mallee,rural_council,shopping,convenience_store,Convenience Store,shop,convenience,,,,,,,,,,
w320480056,Grampians Camping and Convenience Store,-37.140247,142.5194576,HALLS GAP,NORTHERN GRAMPIANS,25810,357,Wimmera Southern Mallee,rural_council,shopping,convenience_store,Convenience Store,shop,convenience,,,,,,,,,,
n2495583344,Halls Gap General Store,-37.1393918,142.5192998,HALLS GAP,NORTHERN GRAMPIANS,25810,357,Wimmera Southern Mallee,rural_council,shopping,supermarket,Supermarket,shop,supermarket,,,,,,,,,Mo-Su 08:00-20:00,yes
a2833768536,Hallston Hall,-38.3578016,146.0380174,HALLSTON,SOUTH GIPPSLAND,26170,361,Gippsland,rural_council,community,community_centre,Community Centre,amenity,community_centre,,,,,,,,,,
w1416884268,Hallston Hall,-38.3578396,146.038016,HALLSTON,SOUTH GIPPSLAND,26170,361,Gippsland,rural_council,community,community_centre,Community Centre,amenity,community_centre,,,,,,,,,,
a39255723,Mirboo North Regional Park,-38.373751,146.0513889,HALLSTON,SOUTH GIPPSLAND,26170,361,Gippsland,rural_council,recreation,nature_reserve,Nature Reserve,leisure,nature_reserve,,,,,Parks Victoria,,,,,
a2833768512,Hallston Tennis Courts,-38.3582842,146.0363149,HALLSTON,SOUTH GIPPSLAND,26170,361,Gippsland,rural_council,recreation,sports_centre,Sports Centre,leisure,sports_centre,,,,,,,,,,
w1416884256,Hallston Tennis Courts,-38.3583281,146.0363061,HALLSTON,SOUTH GIPPSLAND,26170,361,Gippsland,rural_council,recreation,sports_centre,Sports Centre,leisure,sports_centre,,,,,,,,,,
a2689029476,Patterson Park Hall,-37.732244,142.025641,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,community,community_centre,Community Centre,amenity,community_centre,,,,,,,,,,
w1344514738,Patterson Park Hall,-37.7322821,142.025648,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,community,community_centre,Community Centre,amenity,community_centre,,,,,,,,,,
n14081231701,Hamilton Library,-37.7423515,142.0246282,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,community,library,Library,amenity,library,105,Brown Street,,3300,,,,https://www.sthgrampians.vic.gov.au/Greater-Hamilton-Library,Mo-Fr 10:00-17:30; Sa 09:00-12:00,yes
n11507193075,Southern Stay Disability Services,-37.7439698,142.0263861,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,community,social_facility,Social Facility,amenity,social_facility,46,Brown Street,Hamilton,3300,,,,,,
n11507193104,Are-Able,-37.7430874,142.0256661,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,community,social_facility,Social Facility,amenity,social_facility,,,,,,,+61 3 5571 2443,https://areable.org.au/locations/hamilton/,Mo-Fr 09:00-17:00,yes
n14107288464,Headspace,-37.7449018,142.0241505,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,community,social_facility,Social Facility,amenity,social_facility,,,,,Brophy Family and Youth Services,,+61 3 5500 7130,https://headspace.org.au/headspace-centres/hamilton/,"Mo-Tu,Th-Fr 09:00-17:00; We 09:00-19:00",
a380753868,Hamilton Institute of Rural Learning,-37.7236486,142.0251021,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,education,college,College,amenity,college,333,North Boundary Road,,3300,,,,,,
a427646012,South West TAFE,-37.7263884,142.0053982,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,education,college,College,amenity,college,39,Hammond Street,,,,,,https://www.swtafe.vic.edu.au/,,
w190376934,Hamilton Institute of Rural Learning,-37.724904,142.0254293,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,education,college,College,amenity,college,333,North Boundary Road,,3300,,,,,,
w213823006,South West TAFE,-37.726326,142.0053843,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,education,college,College,amenity,college,39,Hammond Street,,,,,,https://www.swtafe.vic.edu.au/,,
a2689029484,Patterson Park Kindergarten,-37.7328207,142.026108,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,education,kindergarten,Kindergarten,amenity,kindergarten,,,,,,,,,,
n2010133013,North Hamilton Kindergarten,-37.7331136,142.0102827,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,education,kindergarten,Kindergarten,amenity,kindergarten,134,Coleraine Road,,,,,+61 3 5572 2740,,,
w1344514742,Patterson Park Kindergarten,-37.7328273,142.0261672,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,education,kindergarten,Kindergarten,amenity,kindergarten,,,,,,,,,,
a1117669020,St Mary's Primary School,-37.7397098,142.0502392,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,education,school,School,amenity,school,27,Hiller Lane,,,Diocese of Ballarat Catholic Education Limited,,,,,
a29906297,The Hamilton and Alexandra College,-37.735381,142.0231855,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,education,school,School,amenity,school,1,Chaucer Street,,,The Hamilton and Alexandra College,,+61 3 5572 1355,https://www.hamiltoncollege.vic.edu.au/,,
a377485470,Hamilton North Primary School,-37.7262095,141.9952802,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,education,school,School,amenity,school,34-50,Andrews Street,,,Victorian Department of Education,,+61 3 5571 2433,http://www.hamiltonnorthps.vic.edu.au/,,
a377496546,Monivae College,-37.7416389,142.0492846,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,education,school,School,amenity,school,133,Ballarat Road,,,Diocese of Ballarat Catholic Education Limited,,+61 3 5551 1200,https://www.monivae.com/,,
a377699712,Good Shepherd College Junior Campus,-37.7305883,142.0314616,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,education,school,School,amenity,school,33-57,McArthur Street,,,Lutheran Education Australia,,,,,
a379560086,Hamilton Parklands School,-37.7268577,142.0221742,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,education,school,School,amenity,school,15,Kerr Street,,,Victorian Department of Education,,+61 3 5572 3077,http://hamiltonsds.vic.edu.au,,
a380755146,Hamilton (Gray Street) Primary School,-37.7455734,142.0223373,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,education,school,School,amenity,school,42,Gray Street,,,Victorian Department of Education,,+61 3 5571 9295,https://hamiltonps-grayst.vic.edu.au/,,
a42448617,Baimbridge College,-37.7344274,142.0124871,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,education,school,School,amenity,school,59-85,Mount Baimbridge Road,Hamilton,3300,Victorian Department of Education,,,https://www.baimbridge.vic.edu.au/,,
a427650138,George Street Primary School,-37.7463891,142.0355411,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,education,school,School,amenity,school,32-48,George Street,,,Victorian Department of Education,,+61 3 5571 1478,https://www.georgestham-ps.vic.edu.au/,,
a429416190,OneSchool Global Hamilton Campus,-37.7459508,142.0630357,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,education,school,School,amenity,school,90,Hamilton-Chatsworth Road,,,Plymouth Brethren Christian Church,,,,,
a465703078,The Hamilton and Alexandra College Junior Campus,-37.7287619,142.0351194,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,education,school,School,amenity,school,241,Kent Road,,,The Hamilton and Alexandra College,,+61 3 5572 1355,https://www.hamiltoncollege.vic.edu.au/,,
a613254384,Good Shepherd College,-37.7704036,142.0412078,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,education,school,School,amenity,school,297,Mount Napier Road,,,Lutheran Education Australia,,,,,
w188742735,Hamilton North Primary School,-37.7260809,141.9953699,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,education,school,School,amenity,school,34-50,Andrews Street,,,Victorian Department of Education,,+61 3 5571 2433,http://www.hamiltonnorthps.vic.edu.au/,,
w188748273,Monivae College,-37.7417536,142.049166,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,education,school,School,amenity,school,133,Ballarat Road,,,Diocese of Ballarat Catholic Education Limited,,+61 3 5551 1200,https://www.monivae.com/,,
w188849856,Good Shepherd College Junior Campus,-37.7309326,142.0312887,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,education,school,School,amenity,school,33-57,McArthur Street,,,Lutheran Education Australia,,,,,
w189780043,Hamilton Parklands School,-37.7267144,142.0220472,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,education,school,School,amenity,school,15,Kerr Street,,,Victorian Department of Education,,+61 3 5572 3077,http://hamiltonsds.vic.edu.au,,
w190377573,Hamilton (Gray Street) Primary School,-37.7455511,142.0222382,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,education,school,School,amenity,school,42,Gray Street,,,Victorian Department of Education,,+61 3 5571 9295,https://hamiltonps-grayst.vic.edu.au/,,
w213825069,George Street Primary School,-37.7463891,142.0355411,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,education,school,School,amenity,school,32-48,George Street,,,Victorian Department of Education,,+61 3 5571 1478,https://www.georgestham-ps.vic.edu.au/,,
w214708095,OneSchool Global Hamilton Campus,-37.7459476,142.0630341,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,education,school,School,amenity,school,90,Hamilton-Chatsworth Road,,,Plymouth Brethren Christian Church,,,,,
w232851539,The Hamilton and Alexandra College Junior Campus,-37.7286102,142.0350937,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,education,school,School,amenity,school,241,Kent Road,,,The Hamilton and Alexandra College,,+61 3 5572 1355,https://www.hamiltoncollege.vic.edu.au/,,
w306627192,Good Shepherd College,-37.7692378,142.0403516,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,education,school,School,amenity,school,297,Mount Napier Road,,,Lutheran Education Australia,,,,,
w558834510,St Mary's Primary School,-37.7397159,142.0502451,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,education,school,School,amenity,school,27,Hiller Lane,,,Diocese of Ballarat Catholic Education Limited,,,,,
n11954753906,Brown Street Dental,-37.7438874,142.0263228,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,healthcare,dentist,Dentist,amenity,dentist,48,Brown Street,Hamilton,3300,,,,,Mo-Fr 08:30-17:30,
a377491368,Hamilton Base Hospital,-37.7370741,142.0311163,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,healthcare,hospital,Hospital,amenity,hospital,,,,,Western District Health Service,,,http://www.wdhs.net,,
w188745684,Hamilton Base Hospital,-37.7368938,142.0310418,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,healthcare,hospital,Hospital,amenity,hospital,,,,,Western District Health Service,,,http://www.wdhs.net,,
n1392002519,Robsons Pharmacy,-37.743129,142.024836,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,healthcare,pharmacy,Pharmacy,amenity,pharmacy,,,,,,,,,,
n1392002520,James Dean Pharmacy,-37.743066,142.024982,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,healthcare,pharmacy,Pharmacy,amenity,pharmacy,170,Gray Street,,,,,+61 3 5572 2116,https://www.jamesdeanpharmacy.com/,Mo-Fr 09:00-18:30; Sa 09:00-14:00; Su 10:00-14:00,
n2410442589,James Dean Pharmacy,-37.7367118,142.0290505,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,healthcare,pharmacy,Pharmacy,amenity,pharmacy,,,,,,,,,,
n12988662103,Baimbridge College,-37.7320637,142.0142444,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,Trotters,,,,,
n13832377730,Brown St/French St,-37.7446555,142.0260131,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13832377731,Hamilton ALDI/French St,-37.7437731,142.0276496,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13832377732,George Street Primary School/George St,-37.7463584,142.0342738,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13832377733,Fyfe St/George St,-37.7490836,142.0338114,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13832377734,Normanby Pl/Fyfe St,-37.7498367,142.0374755,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13832377735,Fyfe St/Rippon Rd,-37.7494757,142.0383756,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13832377736,White Ave/Rippon Rd,-37.7474496,142.0387579,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13832377737,Eventide Lutheran Homes/Rippon Rd,-37.7438254,142.0394173,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13832377738,Norma Ave/Rippon Rd,-37.7410585,142.0398998,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13832377739,Lake Hamilton/Rippon Rd,-37.7373056,142.0406045,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13832377740,Duke Ave/Shilcock St,-37.7385551,142.0415111,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13832377741,Opp 34 Lord St,-37.7397779,142.0436319,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13832377742,Strachan St/Hylands St,-37.7403019,142.0452228,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13832377743,Ballarat Rd/Hylands St,-37.7425963,142.0448258,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13832377744,South West TAFE/200 Ballarat Rd,-37.743683,142.0586844,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13832377745,Hamilton Highway/Ballarat Rd,-37.743851,142.0497263,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13832377746,Eventide Lutheran Homes/Ballarat Rd,-37.7431441,142.0432853,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13832377747,Rippon Rd/Ballarat Rd,-37.7427636,142.0401616,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13832377748,Ansett Museum/Ballarat Rd,-37.7422235,142.0356706,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13832377749,Dinwoodie St/Sedgewick St,-37.7421007,142.0285905,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13832377750,Garton St/Learmonth St,-37.7373007,142.0284023,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13832377751,Cox St/Gray St,-37.7414669,142.0277732,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13832377752,Senior Citizens Centre/104 Lonsdale St,-37.740597,142.0247525,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13900279288,Hamilton College/MacPherson St,-37.7355682,142.0252946,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13900279289,Hamilton Oval/Shakespeare St,-37.7363006,142.0226139,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13900279290,Horner St/Shakespeare St,-37.7345641,142.0211218,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13900279291,Hamilton Aquatic Centre/Shakespeare St,-37.7318739,142.0189331,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13900279292,Kent Rd/Gordon St,-37.7281395,142.0191864,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13900279293,Kerr St/Kent Rd,-37.7282608,142.0221216,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13900279294,May St/Park St,-37.7270188,142.0239467,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13900279295,Pedrina Park/North Boundary Rd,-37.726547,142.0281659,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13900279296,Kent Rd/Bree Rd,-37.7284645,142.0284919,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13900279297,Kenna Ave/Kent Rd,-37.7291947,142.030437,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13900279298,King St/Hensley Park Dr,-37.732202,142.0369429,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13900279299,McArthur St/King St,-37.7328127,142.0322262,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13900279300,Grangeburn Bowling Club/Opp 9 Roberts St,-37.7343626,142.0308408,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13900293301,Clarendon St/Tyers St,-37.7367238,142.0334202,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13900293302,Foster St/Clarendon St,-37.738383,142.0313837,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n2410433736,,-37.7391383,142.0322062,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n2410438938,,-37.740222,142.030322,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n2410442433,Hamilton Base Hospital/Foster St,-37.7370521,142.0295232,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n2411620495,Hamilton Station/Station St,-37.7465723,142.0283001,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n2411620626,Hamilton Town Centre/Brown St,-37.7425239,142.0251228,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n2411620936,McMillan St/George St,-37.743989,142.0348126,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n5389989499,Hamilton Pastoral Museum/Ballarat Rd,-37.7436391,142.0499836,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n9554990130,Collins St/Milton St,-37.738241,142.0212963,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n9554990131,Milton St/Francis St,-37.736963,142.0194617,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n9554990132,Francis St/Coleraine Rd,-37.7377574,142.0166722,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n9554990133,Uren Ct/Mt Bainbridge Rd,-37.7350719,142.0133771,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n9554990134,Baimbridge College/Mt Baimbridge Rd,-37.7318709,142.0137942,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n9554990135,Kent Rd/Mt Baimbridge Rd,-37.7277937,142.014336,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n9554990136,100 Kent Rd,-37.7278043,142.0168599,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n9554990137,King St/Leopold St,-37.7305143,142.0171751,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n9554990138,69 King St,-37.7307116,142.013656,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n9554990139,21 King St,-37.730246,142.0083305,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n9554990140,King St/Hammond St,-37.7294176,142.0058401,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n9554990141,Kent Rd/Hammond St,-37.7268974,142.0063256,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n9554990142,North Boundary Rd/Hammond St,-37.7245584,142.0066917,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n9554990143,Coleraine Rd/Peck St,-37.7274956,142.003461,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n9554990144,Coleraine Rd/Mcphee St,-37.7320979,142.0074186,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n9554990145,Miller Ct/McPhee St,-37.733901,142.0071503,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n9554990146,Kenny St/Walls Cres,-37.7345406,142.0039786,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n9554990147,Walls Cres/Quigley St,-37.7342362,142.0025906,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n9554990148,Kenny St/Tulloch Cres,-37.7343422,141.9998065,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n9554990149,McPhee St/Kenny St,-37.7356807,142.0077042,HAMILTON,SOUTHERN GRAMPIANS,26260,362,Great South Coast,rural_council,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
